year,month,country,LC,MC,SC,S_code,export,export_rate,import,import_rate,CA
2013,10,EU,전기기계부품,전기변환장치,기타 전기변환장치,24014,403,10.8,397,-0.9,6
2013,11,EU,전기기계부품,전기변환장치,전동기,순번,333,0.2,253,0.2,80
2013,11,EU,전기기계부품,전기변환장치,발전기,24019,312,-6.2,151,-5.7,161
2013,11,EU,전기기계부품,전기변환장치,변압기,6,235,9.6,67,-16.6,168
2013,11,EU,전기기계부품,전기변환장치,전자코일 및 기타유도자,24015,151,0.4,105,-4.1,46
2013,11,EU,전기기계부품,전기변환장치,방전램프용안정기,5,26,-5.2,22,-25.0,4
2013,11,EU,전기기계부품,전기변환장치,기타 전기변환장치,24014,394,3.9,340,-9.3,54
2013,12,EU,전기기계부품,전기변환장치,전동기,순번,301,-2.4,233,15.2,68
2013,12,EU,전기기계부품,전기변환장치,발전기,24019,358,-5.5,123,6.1,235
2013,12,EU,전기기계부품,전기변환장치,변압기,6,213,1.5,59,-10.7,154
2013,12,EU,전기기계부품,전기변환장치,전자코일 및 기타유도자,24015,135,11.6,94,27.7,41
2013,12,EU,전기기계부품,전기변환장치,방전램프용안정기,5,20,-19.2,21,-16.6,-1
2013,12,EU,전기기계부품,전기변환장치,기타 전기변환장치,24014,349,13.8,325,6.5,24
2012,1,EU,전기기계부품,전기변환장치,전동기,순번,277,8.9,274,16.6,3
2012,1,EU,전기기계부품,전기변환장치,발전기,24019,342,36.6,151,20.4,191
2012,1,EU,전기기계부품,전기변환장치,변압기,6,160,10.6,78,0.1,82
2012,1,EU,전기기계부품,전기변환장치,전자코일 및 기타유도자,24015,147,-7.2,104,-10.6,43
