CA,LC,MC,SC,S_code,country,export,export_rate,import,import_rate,month,year
"13,115",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"41,329",6.9,"28,214",10.5,8,2013
"5,146",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"11,213",4.1,"6,067",16.0,8,2013
-182,섬유제품,제사 및 방적,기타 방적,11014,미국,19,-84.5,201,-40.6,8,2013
-566,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,16,-32.9,582,-13.6,9,2013
"105,960",섬유제품,제사 및 방적,면방적,11019,미국,"118,623",4.8,"12,663",28.3,9,2013
"-7,934",섬유제품,제사 및 방적,모방적,6,미국,"1,074",-13.1,"9,008",-12.8,9,2013
"9,404",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"38,957",-7.3,"29,553",16.6,9,2013
"7,569",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"12,275",19.5,"4,706",1.1,9,2013
-61,섬유제품,제사 및 방적,기타 방적,11014,미국,27,-49.7,88,-33.1,9,2013
-254,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,262,173.3,516,-19.8,10,2013
"99,909",섬유제품,제사 및 방적,면방적,11019,미국,"114,902",3.7,"14,993",20.4,10,2013
"-8,958",섬유제품,제사 및 방적,모방적,6,미국,"1,389",-14.7,"10,347",-8.8,10,2013
"12,956",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"41,962",11.2,"29,006",19.6,10,2013
"8,601",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"12,806",17.0,"4,205",-8.5,10,2013
-192,섬유제품,제사 및 방적,기타 방적,11014,미국,49,"1,773.2",241,-8.3,10,2013
-409,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,21,-39.4,430,-39.6,11,2013
"94,646",섬유제품,제사 및 방적,면방적,11019,미국,"106,818",4.0,"12,172",3.2,11,2013
"-7,394",섬유제품,제사 및 방적,모방적,6,미국,"1,194",-23.3,"8,588",-12.8,11,2013
"14,718",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"41,306",14.7,"26,588",12.0,11,2013
"6,794",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"11,244",9.9,"4,450",-5.0,11,2013
-64,섬유제품,제사 및 방적,기타 방적,11014,미국,14,-44.4,78,-45.3,11,2013
-471,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,7,22.0,478,13.6,12,2013
"75,320",섬유제품,제사 및 방적,면방적,11019,미국,"87,404",-6.2,"12,084",-0.1,12,2013
"-8,128",섬유제품,제사 및 방적,모방적,6,미국,"1,011",-27.7,"9,139",-5.0,12,2013
"11,566",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"35,856",19.2,"24,290",3.1,12,2013
"6,443",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,550",25.7,"4,107",10.5,12,2013
-190,섬유제품,제사 및 방적,기타 방적,11014,미국,6,-35.2,196,28.3,12,2013
"-1,170",섬유제품,제사 및 방적,제사 및 견방적,순번,미국,18,-97.5,"1,188",203.2,1,2012
"104,216",섬유제품,제사 및 방적,면방적,11019,미국,"117,644",-16.8,"13,428",-16.0,1,2012
"-8,227",섬유제품,제사 및 방적,모방적,6,미국,796,-2.9,"9,023",17.9,1,2012
"10,872",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"37,880",-0.8,"27,008",-10.9,1,2012
"6,270",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,735",18.3,"4,465",-18.8,1,2012
-210,섬유제품,제사 및 방적,기타 방적,11014,미국,32,602.5,242,55.1,1,2012
-830,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,4,-99.1,834,158.1,2,2012
"107,097",섬유제품,제사 및 방적,면방적,11019,미국,"120,289",-17.5,"13,192",-5.8,2,2012
"-7,106",섬유제품,제사 및 방적,모방적,6,미국,"1,033",1.6,"8,139",10.0,2,2012
"25,640",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"46,294",8.6,"20,654",-13.2,2,2012
"5,693",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,023",11.8,"4,330",-15.6,2,2012
-185,섬유제품,제사 및 방적,기타 방적,11014,미국,20,28.5,205,7.1,2,2012
-421,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,23,-97.5,444,-44.3,3,2012
"95,368",섬유제품,제사 및 방적,면방적,11019,미국,"110,788",-29.7,"15,420",-27.9,3,2012
"-7,054",섬유제품,제사 및 방적,모방적,6,미국,"1,067",1.6,"8,121",-3.5,3,2012
"23,215",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"50,822",-1.0,"27,607",-4.7,3,2012
"5,913",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,605",3.9,"4,692",-28.3,3,2012
-293,섬유제품,제사 및 방적,기타 방적,11014,미국,52,-25.2,345,29.2,3,2012
-839,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,91,-90.0,930,123.1,4,2012
"75,052",섬유제품,제사 및 방적,면방적,11019,미국,"91,457",-42.9,"16,405",-34.1,4,2012
"-10,589",섬유제품,제사 및 방적,모방적,6,미국,743,-16.4,"11,332",27.4,4,2012
"12,767",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"39,695",-19.4,"26,928",-17.3,4,2012
"5,788",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,536",2.7,"4,748",-28.9,4,2012
-260,섬유제품,제사 및 방적,기타 방적,11014,미국,6,-28.6,266,18.3,4,2012
-558,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,9,-98.8,567,-15.4,5,2012
"98,540",섬유제품,제사 및 방적,면방적,11019,미국,"112,392",-37.0,"13,852",-41.1,5,2012
"-9,135",섬유제품,제사 및 방적,모방적,6,미국,661,-21.1,"9,796",1.4,5,2012
"14,456",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"41,838",-15.0,"27,382",-1.9,5,2012
"5,070",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,409",-4.5,"5,339",-23.5,5,2012
-77,섬유제품,제사 및 방적,기타 방적,11014,미국,131,597.5,208,10.0,5,2012
-887,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,7,-99.3,894,36.9,6,2012
"102,182",섬유제품,제사 및 방적,면방적,11019,미국,"116,453",-35.4,"14,271",-35.3,6,2012
"-10,113",섬유제품,제사 및 방적,모방적,6,미국,"1,005",34.4,"11,118",23.9,6,2012
"14,761",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"41,460",-21.1,"26,699",-2.1,6,2012
"5,419",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"11,100",1.1,"5,681",-14.2,6,2012
-181,섬유제품,제사 및 방적,기타 방적,11014,미국,7,-99.1,188,-40.0,6,2012
-574,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,20,-97.4,594,8.7,7,2012
"103,531",섬유제품,제사 및 방적,면방적,11019,미국,"117,693",-32.7,"14,162",-14.5,7,2012
"-11,776",섬유제품,제사 및 방적,모방적,6,미국,"1,071",39.3,"12,847",-0.6,7,2012
"12,171",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"37,114",-22.8,"24,943",-5.7,7,2012
"4,699",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,098",12.1,"5,399",-12.1,7,2012
-211,섬유제품,제사 및 방적,기타 방적,11014,미국,39,-52.7,250,32.0,7,2012
-565,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,28,-90.0,593,-13.3,8,2012
"106,722",섬유제품,제사 및 방적,면방적,11019,미국,"119,669",-32.2,"12,947",-13.1,8,2012
"-11,163",섬유제품,제사 및 방적,모방적,6,미국,"1,383",12.3,"12,546",16.9,8,2012
"13,121",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"38,646",-13.1,"25,525",14.7,8,2012
"5,545",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,774",5.4,"5,229",-15.0,8,2012
-212,섬유제품,제사 및 방적,기타 방적,11014,미국,126,295.4,338,40.7,8,2012
-648,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,25,-84.1,673,22.8,9,2012
"103,280",섬유제품,제사 및 방적,면방적,11019,미국,"113,148",-23.0,"9,868",-29.6,9,2012
"-9,091",섬유제품,제사 및 방적,모방적,6,미국,"1,237",13.3,"10,328",5.1,9,2012
"16,680",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"42,032",-8.6,"25,352",2.6,9,2012
"5,614",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,268",4.5,"4,654",-14.9,9,2012
-78,섬유제품,제사 및 방적,기타 방적,11014,미국,54,0.0,132,-37.4,9,2012
-547,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,96,-2.0,643,11.0,10,2012
"98,384",섬유제품,제사 및 방적,면방적,11019,미국,"110,836",-27.7,"12,452",-29.1,10,2012
"-9,715",섬유제품,제사 및 방적,모방적,6,미국,"1,627",49.6,"11,342",13.0,10,2012
"13,470",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"37,723",-19.4,"24,253",-4.8,10,2012
"6,355",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,948",-8.6,"4,593",-15.8,10,2012
-260,섬유제품,제사 및 방적,기타 방적,11014,미국,3,-0.5,263,181.4,10,2012
-677,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,35,-33.7,712,-12.1,11,2012
"90,887",섬유제품,제사 및 방적,면방적,11019,미국,"102,682",-25.2,"11,795",-25.4,11,2012
"-8,299",섬유제품,제사 및 방적,모방적,6,미국,"1,555",67.3,"9,854",4.9,11,2012
"12,265",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"36,010",-2.2,"23,745",-15.2,11,2012
"5,548",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,233",-33.4,"4,685",-12.0,11,2012
-118,섬유제품,제사 및 방적,기타 방적,11014,미국,25,0.0,143,74.3,11,2012
-416,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,5,-80.5,421,-54.6,12,2012
"81,088",섬유제품,제사 및 방적,면방적,11019,미국,"93,186",11.7,"12,098",-2.2,12,2012
"-8,218",섬유제품,제사 및 방적,모방적,6,미국,"1,398",42.0,"9,616",22.7,12,2012
"6,538",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"30,092",21.5,"23,554",13.7,12,2012
"4,676",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"8,393",-24.4,"3,717",-21.7,12,2012
-144,섬유제품,제사 및 방적,기타 방적,11014,미국,9,12.2,153,-46.2,12,2012
304,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,696,106.3,392,10.6,1,2011
"125,331",섬유제품,제사 및 방적,면방적,11019,미국,"141,320",81.0,"15,989",26.4,1,2011
"-6,832",섬유제품,제사 및 방적,모방적,6,미국,820,10.1,"7,652",37.8,1,2011
"7,881",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"38,179",53.9,"30,298",37.7,1,2011
"3,578",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"9,078",-18.8,"5,500",32.2,1,2011
-152,섬유제품,제사 및 방적,기타 방적,11014,미국,4,-73.4,156,-18.1,1,2011
170,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,493,6.5,323,-21.2,2,2011
"131,853",섬유제품,제사 및 방적,면방적,11019,미국,"145,852",90.2,"13,999",-0.5,2,2011
"-6,386",섬유제품,제사 및 방적,모방적,6,미국,"1,016",25.0,"7,402",29.2,2,2011
"18,842",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"42,628",62.1,"23,786",31.7,2,2011
"3,836",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"8,966",3.7,"5,130",11.5,2,2011
-176,섬유제품,제사 및 방적,기타 방적,11014,미국,15,151.8,191,35.6,2,2011
106,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,903,-20.1,797,72.7,3,2011
"136,125",섬유제품,제사 및 방적,면방적,11019,미국,"157,506",76.0,"21,381",27.5,3,2011
"-7,365",섬유제품,제사 및 방적,모방적,6,미국,"1,050",18.6,"8,415",-1.1,3,2011
"22,385",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"51,339",65.2,"28,954",9.8,3,2011
"3,661",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,206",-6.9,"6,545",11.0,3,2011
-198,섬유제품,제사 및 방적,기타 방적,11014,미국,69,818.5,267,38.4,3,2011
496,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,913,-9.1,417,-22.0,4,2011
"135,302",섬유제품,제사 및 방적,면방적,11019,미국,"160,211",89.1,"24,909",32.5,4,2011
"-8,008",섬유제품,제사 및 방적,모방적,6,미국,889,-11.9,"8,897",29.3,4,2011
"16,715",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"49,270",72.5,"32,555",9.3,4,2011
"3,577",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,260",5.9,"6,683",16.7,4,2011
-217,섬유제품,제사 및 방적,기타 방적,11014,미국,8,-26.8,225,64.5,4,2011
91,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,761,-25.7,670,59.9,5,2011
"154,738",섬유제품,제사 및 방적,면방적,11019,미국,"178,261",83.3,"23,523",31.8,5,2011
"-8,822",섬유제품,제사 및 방적,모방적,6,미국,838,8.0,"9,660",36.8,5,2011
"21,339",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"49,250",34.5,"27,911",-11.6,5,2011
"3,920",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,902",9.3,"6,982",37.1,5,2011
-170,섬유제품,제사 및 방적,기타 방적,11014,미국,19,-20.7,189,0.3,5,2011
286,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,939,45.4,653,60.1,6,2011
"158,228",섬유제품,제사 및 방적,면방적,11019,미국,"180,294",99.4,"22,066",6.2,6,2011
"-8,224",섬유제품,제사 및 방적,모방적,6,미국,748,-6.5,"8,972",14.3,6,2011
"25,276",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"52,539",50.6,"27,263",-3.9,6,2011
"4,356",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,980",6.1,"6,624",14.3,6,2011
372,섬유제품,제사 및 방적,기타 방적,11014,미국,686,886.5,314,-11.5,6,2011
217,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,764,117.9,547,-10.8,7,2011
"158,410",섬유제품,제사 및 방적,면방적,11019,미국,"174,967",90.7,"16,557",-26.5,7,2011
"-12,151",섬유제품,제사 및 방적,모방적,6,미국,768,-17.7,"12,919",39.2,7,2011
"21,609",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"48,064",29.9,"26,455",-9.7,7,2011
"2,862",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"9,006",-11.5,"6,144",2.4,7,2011
-107,섬유제품,제사 및 방적,기타 방적,11014,미국,82,-43.6,189,-44.8,7,2011
-405,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,279,-71.0,684,69.9,8,2011
"161,615",섬유제품,제사 및 방적,면방적,11019,미국,"176,509",80.6,"14,894",-40.4,8,2011
"-9,500",섬유제품,제사 및 방적,모방적,6,미국,"1,231",9.5,"10,731",21.1,8,2011
"22,235",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"44,484",17.4,"22,249",-12.6,8,2011
"4,072",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,225",-7.7,"6,153",3.0,8,2011
-209,섬유제품,제사 및 방적,기타 방적,11014,미국,32,19.3,241,-11.6,8,2011
-394,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,154,-71.1,548,-10.6,9,2011
"132,915",섬유제품,제사 및 방적,면방적,11019,미국,"146,930",44.5,"14,015",1.1,9,2011
"-8,731",섬유제품,제사 및 방적,모방적,6,미국,"1,091",26.5,"9,822",4.2,9,2011
"21,284",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"46,000",37.6,"24,716",30.4,9,2011
"4,358",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"9,828",0.8,"5,470",-8.9,9,2011
-210,섬유제품,제사 및 방적,기타 방적,11014,미국,0,-100.0,210,209.9,9,2011
-481,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,98,-91.8,579,78.6,10,2011
"135,830",섬유제품,제사 및 방적,면방적,11019,미국,"153,398",49.9,"17,568",17.9,10,2011
"-8,951",섬유제품,제사 및 방적,모방적,6,미국,"1,088",11.9,"10,039",8.6,10,2011
"21,296",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"46,784",25.0,"25,488",28.6,10,2011
"6,516",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"11,973",14.0,"5,457",-11.0,10,2011
-90,섬유제품,제사 및 방적,기타 방적,11014,미국,3,-85.2,93,-65.4,10,2011
-757,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,53,-94.3,810,77.5,11,2011
"121,493",섬유제품,제사 및 방적,면방적,11019,미국,"137,307",41.6,"15,814",1.7,11,2011
"-8,460",섬유제품,제사 및 방적,모방적,6,미국,930,5.2,"9,390",9.4,11,2011
"8,811",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"36,809",9.8,"27,998",28.9,11,2011
"10,050",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"15,374",36.6,"5,324",-6.4,11,2011
-82,섬유제품,제사 및 방적,기타 방적,11014,미국,0,-100.0,82,-64.5,11,2011
-900,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,27,-92.4,927,86.6,12,2011
"71,039",섬유제품,제사 및 방적,면방적,11019,미국,"83,410",-21.2,"12,371",-7.3,12,2011
"-6,852",섬유제품,제사 및 방적,모방적,6,미국,984,1.8,"7,836",12.0,12,2011
"4,057",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"24,776",-20.5,"20,719",-18.2,12,2011
"6,360",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"11,104",5.9,"4,744",-13.1,12,2011
-276,섬유제품,제사 및 방적,기타 방적,11014,미국,8,175.9,284,43.1,12,2011
-17,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,337,-29.7,354,-27.6,1,2010
"65,413",섬유제품,제사 및 방적,면방적,11019,미국,"78,060",6.6,"12,647",53.9,1,2010
"-4,810",섬유제품,제사 및 방적,모방적,6,미국,745,21.2,"5,555",-13.1,1,2010
"2,806",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"24,811",4.9,"22,005",40.9,1,2010
"7,013",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"11,174",43.9,"4,161",23.3,1,2010
-173,섬유제품,제사 및 방적,기타 방적,11014,미국,17,16.2,190,268.0,1,2010
53,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,463,1.1,410,-13.8,2,2010
"62,627",섬유제품,제사 및 방적,면방적,11019,미국,"76,702",16.1,"14,075",68.8,2,2010
"-4,915",섬유제품,제사 및 방적,모방적,6,미국,813,-11.0,"5,728",30.8,2,2010
"8,239",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"26,302",26.5,"18,063",38.9,2,2010
"4,046",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"8,647",24.7,"4,601",9.3,2,2010
-135,섬유제품,제사 및 방적,기타 방적,11014,미국,6,0.0,141,97.5,2,2010
669,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,"1,131",178.7,462,-19.2,3,2010
"72,738",섬유제품,제사 및 방적,면방적,11019,미국,"89,512",22.1,"16,774",65.5,3,2010
"-7,626",섬유제품,제사 및 방적,모방적,6,미국,885,26.2,"8,511",20.5,3,2010
"4,700",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"31,069",44.1,"26,369",43.7,3,2010
"5,069",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"10,964",35.3,"5,895",-3.8,3,2010
-185,섬유제품,제사 및 방적,기타 방적,11014,미국,8,-13.0,193,27.6,3,2010
469,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,"1,004",136.4,535,38.7,4,2010
"65,916",섬유제품,제사 및 방적,면방적,11019,미국,"84,717",49.7,"18,801",64.1,4,2010
"-5,873",섬유제품,제사 및 방적,모방적,6,미국,"1,009",23.3,"6,882",6.2,4,2010
"-1,231",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"28,563",70.8,"29,794",89.6,4,2010
"3,957",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"9,685",30.2,"5,728",34.4,4,2010
-126,섬유제품,제사 및 방적,기타 방적,11014,미국,11,55.1,137,61.7,4,2010
